HuZom_Id,Age,Num_Fam,Ammo,Bounty,Human_1,Zone_2,Zone_3,Sex_male
695,60,0,2235,26.55,0,0,0,1
696,52,0,3381,13.5,0,1,0,1
697,44,0,2691,8.05,0,0,1,1
698,24,0,2369,7.7333,1,0,1,0
700,42,0,8805,7.65,0,0,1,1
702,35,0,6325,26.2875,1,0,0,1
703,18,1,6480,14.4542,0,0,1,0
704,25,0,3915,7.7417,0,0,1,1
705,26,1,3533,7.8542,0,0,1,1
706,39,0,7311,26.0,0,1,0,1
707,45,0,7199,13.5,1,1,0,0
708,42,0,5673,26.2875,1,0,0,1
710,24,2,5598,15.2458,1,0,1,1
711,24,0,1994,49.5042,1,0,0,0
712,24,0,1674,26.55,0,0,0,1
713,48,1,8353,52.0,1,0,0,1
714,29,0,8763,9.4833,0,0,1,1
715,52,0,2573,13.0,0,1,0,1
716,19,0,5559,7.65,0,0,1,1
718,27,0,8848,10.5,1,1,0,0
719,24,0,8012,15.5,0,0,1,1
720,33,0,9725,7.775,0,0,1,1
721,6,1,9134,33.0,1,1,0,0
722,17,1,9411,7.0542,0,0,1,1
723,34,0,7573,13.0,0,1,0,1
724,50,0,7692,13.0,0,1,0,1
725,27,1,6732,53.1,1,0,0,1
726,20,0,7471,8.6625,0,0,1,1
727,30,3,7499,21.0,1,1,0,0
728,24,0,2410,7.7375,1,0,1,0
729,25,1,8078,26.0,0,1,0,1
730,25,1,9375,7.925,0,0,1,0
732,11,0,6851,18.7875,0,0,1,1
733,24,0,9870,0.0,0,1,0,1
734,23,0,2362,13.0,0,1,0,1
735,23,0,4617,13.0,0,1,0,1
736,28,0,7035,16.1,0,0,1,1
737,48,4,7906,34.375,0,0,1,0
739,24,0,4036,7.8958,0,0,1,1
740,24,0,7351,7.8958,0,0,1,1
741,24,0,6040,30.0,1,0,0,1
742,36,1,4599,78.85,0,0,0,1
744,24,1,4392,16.1,0,0,1,1
745,31,0,5734,7.925,1,0,1,1
746,70,2,9296,71.0,0,0,0,1
747,16,2,1065,20.25,0,0,1,1
748,30,0,8167,13.0,1,1,0,0
749,19,1,8415,53.1,0,0,0,1
750,31,0,4705,7.75,0,0,1,1
751,4,2,2112,23.0,1,1,0,0
752,6,1,2334,12.475,1,0,1,1
753,33,0,7466,9.5,0,0,1,1
754,23,0,5591,7.8958,0,0,1,1
755,48,3,2711,65.0,1,1,0,0
756,0,2,7727,14.5,1,1,0,1
757,28,0,6422,7.7958,0,0,1,1
758,18,0,6158,11.5,0,1,0,1
759,34,0,4010,8.05,0,0,1,1
760,33,0,2706,86.5,1,0,0,0
761,24,0,5929,14.5,0,0,1,1
762,41,0,7866,7.125,0,0,1,1
763,20,0,9380,7.2292,1,0,1,1
765,16,0,1170,7.775,0,0,1,1
766,51,1,4772,77.9583,1,0,0,0
767,24,0,2613,39.6,0,0,0,1
768,30,0,8159,7.75,0,0,1,0
769,24,1,7201,24.15,0,0,1,1
770,32,0,9892,8.3625,0,0,1,1
771,24,0,7150,9.5,0,0,1,1
772,48,0,1667,7.8542,0,0,1,1
773,57,0,6364,10.5,0,1,0,0
774,24,0,6337,7.225,0,0,1,1
775,54,4,1573,23.0,1,1,0,0
776,18,0,2013,7.75,0,0,1,1
777,24,0,3656,7.75,0,0,1,1
778,5,0,7343,12.475,1,0,1,0
779,24,0,7436,7.7375,0,0,1,1
781,13,0,4885,7.2292,1,0,1,0
782,17,1,8529,57.0,1,0,0,0
783,29,0,5851,30.0,0,0,0,1
784,24,3,7974,23.45,0,0,1,1
785,25,0,1688,7.05,0,0,1,1
786,25,0,9038,7.25,0,0,1,1
787,18,0,8630,7.4958,1,0,1,0
788,8,5,4124,29.125,0,0,1,1
789,1,3,2249,20.575,1,0,1,1
790,46,0,3602,79.2,0,0,0,1
791,24,0,7341,7.75,0,0,1,1
792,16,0,6393,26.0,0,1,0,1
793,24,10,7566,69.55,0,0,1,0
794,24,0,4921,30.6958,0,0,0,1
795,25,0,8795,7.8958,0,0,1,1
796,39,0,6656,13.0,0,1,0,1
797,49,0,9906,25.9292,1,0,0,0
798,31,0,9696,8.6833,1,0,1,0
799,30,0,8812,7.2292,0,0,1,1
800,30,2,1440,24.15,0,0,1,0
801,34,0,1389,13.0,0,1,0,1
802,31,2,2825,26.25,1,1,0,0
804,0,1,2030,8.5167,1,0,1,1
805,27,0,8004,6.975,1,0,1,1
806,31,0,8223,7.775,0,0,1,1
807,39,0,8887,0.0,0,0,0,1
808,18,0,6195,7.775,0,0,1,0
809,39,0,1774,13.0,0,1,0,1
810,33,1,5598,53.1,1,0,0,0
811,26,0,5616,7.8875,0,0,1,1
812,39,0,9307,24.15,0,0,1,1
813,35,0,6222,10.5,0,1,0,1
814,6,6,3717,31.275,0,0,1,0
815,30,0,9801,8.05,0,0,1,1
816,24,0,4015,0.0,0,0,0,1
817,23,0,6571,7.925,0,0,1,0
818,31,2,6553,37.0042,0,1,0,1
819,43,0,9073,6.45,0,0,1,1
820,10,5,4320,27.9,0,0,1,1
821,52,2,3426,93.5,1,0,0,0
822,27,0,6786,8.6625,1,0,1,1
823,38,0,5983,0.0,0,0,0,1
824,27,1,7297,12.475,1,0,1,0
825,2,5,4094,39.6875,0,0,1,1
826,24,0,8824,6.95,0,0,1,1
827,24,0,2773,56.4958,0,0,1,1
828,1,2,4145,37.0042,1,1,0,1
829,24,0,2581,7.75,1,0,1,1
830,62,0,3769,80.0,1,0,0,0
831,15,1,9759,14.4542,1,0,1,0
832,0,2,3351,18.75,1,1,0,1
833,24,0,9411,7.2292,0,0,1,1
834,23,0,6164,7.8542,0,0,1,1
835,18,0,4842,8.3,0,0,1,1
836,39,2,3761,83.1583,1,0,0,0
837,21,0,4951,8.6625,0,0,1,1
838,24,0,4121,8.05,0,0,1,1
839,32,0,4157,56.4958,1,0,1,1
840,24,0,9844,29.7,1,0,0,1
841,20,0,7028,7.925,0,0,1,1
842,16,0,7796,10.5,0,1,0,1
843,30,0,1783,31.0,1,0,0,0
844,34,0,9434,6.4375,0,0,1,1
845,17,0,3719,8.6625,0,0,1,1
846,42,0,1604,7.55,0,0,1,1
847,24,10,9914,69.55,0,0,1,1
848,35,0,4936,7.8958,0,0,1,1
849,28,1,9408,33.0,0,1,0,1
850,24,1,7418,89.1042,1,0,0,0
851,4,6,8669,31.275,0,0,1,1
852,74,0,7164,7.775,0,0,1,1
853,9,2,3129,15.2458,0,0,1,0
854,16,1,1287,39.4,1,0,0,0
855,44,1,6092,26.0,0,1,0,0
856,18,1,6561,9.35,1,0,1,0
858,51,0,9775,26.55,1,0,0,1
859,24,3,6677,19.2583,1,0,1,0
860,24,0,2952,7.2292,0,0,1,1
861,41,2,5506,14.1083,0,0,1,1
862,21,1,9096,11.5,0,1,0,1
863,48,0,6683,25.9292,1,0,0,0
864,24,10,9082,69.55,0,0,1,0
865,24,0,2755,13.0,0,1,0,1
866,42,0,5935,13.0,1,1,0,0
867,27,1,4816,13.8583,1,1,0,0
868,31,0,9733,50.4958,0,0,0,1
869,24,0,1691,9.5,0,0,1,1
870,4,2,5333,11.1333,1,0,1,1
871,26,0,9001,7.8958,0,0,1,1
872,47,2,1909,52.5542,1,0,0,0
873,33,0,2055,5.0,0,0,0,1
874,47,0,7225,9.0,0,0,1,1
875,28,1,7781,24.0,1,1,0,0
876,15,0,7154,7.225,1,0,1,0
877,20,0,2679,9.8458,0,0,1,1
878,19,0,2424,7.8958,0,0,1,1
879,24,0,5064,7.8958,0,0,1,1
880,56,1,4459,83.1583,1,0,0,0
881,25,1,3432,26.0,1,1,0,0
882,33,0,5772,7.8958,0,0,1,1
883,22,0,2175,10.5167,0,0,1,0
884,28,0,3945,10.5,0,1,0,1
885,25,0,8330,7.05,0,0,1,1
886,39,5,1688,29.125,0,0,1,0
887,27,0,9592,13.0,0,1,0,1
888,19,0,7686,30.0,1,0,0,0
889,24,3,7217,23.45,0,0,1,0
890,26,0,5825,30.0,1,0,0,1
891,32,0,7205,7.75,0,0,1,1
