HuZom_Id,Human,Zone,Sex,Age,Num_Fam,Ammo,Bounty
721,1,2,female,6,1,9134,33.0
722,0,3,male,17,1,9411,7.0542
723,0,2,male,34,0,7573,13.0
724,0,2,male,50,0,7692,13.0
725,1,1,male,27,1,6732,53.1
726,0,3,male,20,0,7471,8.6625
727,1,2,female,30,3,7499,21.0
728,1,3,female,24,0,2410,7.7375
729,0,2,male,25,1,8078,26.0
730,0,3,female,25,1,9375,7.925
731,1,1,female,29,0,6778,211.3375
732,0,3,male,11,0,6851,18.7875
733,0,2,male,24,0,9870,0.0
734,0,2,male,23,0,2362,13.0
735,0,2,male,23,0,4617,13.0
736,0,3,male,28,0,7035,16.1
737,0,3,female,48,4,7906,34.375
738,1,1,male,35,0,3608,512.3292
739,0,3,male,24,0,4036,7.8958
740,0,3,male,24,0,7351,7.8958
741,1,1,male,24,0,6040,30.0
742,0,1,male,36,1,4599,78.85
743,1,1,female,21,4,9350,262.375
744,0,3,male,24,1,4392,16.1
745,1,3,male,31,0,5734,7.925
746,0,1,male,70,2,9296,71.0
747,0,3,male,16,2,1065,20.25
748,1,2,female,30,0,8167,13.0
749,0,1,male,19,1,8415,53.1
750,0,3,male,31,0,4705,7.75
751,1,2,female,4,2,2112,23.0
752,1,3,male,6,1,2334,12.475
753,0,3,male,33,0,7466,9.5
754,0,3,male,23,0,5591,7.8958
755,1,2,female,48,3,2711,65.0
756,1,2,male,0,2,7727,14.5
757,0,3,male,28,0,6422,7.7958
758,0,2,male,18,0,6158,11.5
759,0,3,male,34,0,4010,8.05
760,1,1,female,33,0,2706,86.5
761,0,3,male,24,0,5929,14.5
762,0,3,male,41,0,7866,7.125
763,1,3,male,20,0,9380,7.2292
764,1,1,female,36,3,9690,120.0
765,0,3,male,16,0,1170,7.775
766,1,1,female,51,1,4772,77.9583
767,0,1,male,24,0,2613,39.6
768,0,3,female,30,0,8159,7.75
769,0,3,male,24,1,7201,24.15
770,0,3,male,32,0,9892,8.3625
771,0,3,male,24,0,7150,9.5
772,0,3,male,48,0,1667,7.8542
773,0,2,female,57,0,6364,10.5
774,0,3,male,24,0,6337,7.225
775,1,2,female,54,4,1573,23.0
776,0,3,male,18,0,2013,7.75
777,0,3,male,24,0,3656,7.75
778,1,3,female,5,0,7343,12.475
779,0,3,male,24,0,7436,7.7375
780,1,1,female,43,1,4604,211.3375
781,1,3,female,13,0,4885,7.2292
782,1,1,female,17,1,8529,57.0
783,0,1,male,29,0,5851,30.0
784,0,3,male,24,3,7974,23.45
785,0,3,male,25,0,1688,7.05
786,0,3,male,25,0,9038,7.25
787,1,3,female,18,0,8630,7.4958
788,0,3,male,8,5,4124,29.125
789,1,3,male,1,3,2249,20.575
790,0,1,male,46,0,3602,79.2
791,0,3,male,24,0,7341,7.75
792,0,2,male,16,0,6393,26.0
793,0,3,female,24,10,7566,69.55
794,0,1,male,24,0,4921,30.6958
795,0,3,male,25,0,8795,7.8958
796,0,2,male,39,0,6656,13.0
797,1,1,female,49,0,9906,25.9292
798,1,3,female,31,0,9696,8.6833
799,0,3,male,30,0,8812,7.2292
800,0,3,female,30,2,1440,24.15
801,0,2,male,34,0,1389,13.0
802,1,2,female,31,2,2825,26.25
803,1,1,male,11,3,3858,120.0
804,1,3,male,0,1,2030,8.5167
805,1,3,male,27,0,8004,6.975
806,0,3,male,31,0,8223,7.775
807,0,1,male,39,0,8887,0.0
808,0,3,female,18,0,6195,7.775
809,0,2,male,39,0,1774,13.0
810,1,1,female,33,1,5598,53.1
811,0,3,male,26,0,5616,7.8875
812,0,3,male,39,0,9307,24.15
813,0,2,male,35,0,6222,10.5
814,0,3,female,6,6,3717,31.275
815,0,3,male,30,0,9801,8.05
816,0,1,male,24,0,4015,0.0
817,0,3,female,23,0,6571,7.925
818,0,2,male,31,2,6553,37.0042
819,0,3,male,43,0,9073,6.45
820,0,3,male,10,5,4320,27.9
821,1,1,female,52,2,3426,93.5
822,1,3,male,27,0,6786,8.6625
823,0,1,male,38,0,5983,0.0
824,1,3,female,27,1,7297,12.475
825,0,3,male,2,5,4094,39.6875
826,0,3,male,24,0,8824,6.95
827,0,3,male,24,0,2773,56.4958
828,1,2,male,1,2,4145,37.0042
829,1,3,male,24,0,2581,7.75
830,1,1,female,62,0,3769,80.0
831,1,3,female,15,1,9759,14.4542
832,1,2,male,0,2,3351,18.75
833,0,3,male,24,0,9411,7.2292
834,0,3,male,23,0,6164,7.8542
835,0,3,male,18,0,4842,8.3
836,1,1,female,39,2,3761,83.1583
837,0,3,male,21,0,4951,8.6625
838,0,3,male,24,0,4121,8.05
839,1,3,male,32,0,4157,56.4958
840,1,1,male,24,0,9844,29.7
841,0,3,male,20,0,7028,7.925
842,0,2,male,16,0,7796,10.5
843,1,1,female,30,0,1783,31.0
844,0,3,male,34,0,9434,6.4375
845,0,3,male,17,0,3719,8.6625
846,0,3,male,42,0,1604,7.55
847,0,3,male,24,10,9914,69.55
848,0,3,male,35,0,4936,7.8958
849,0,2,male,28,1,9408,33.0
850,1,1,female,24,1,7418,89.1042
851,0,3,male,4,6,8669,31.275
852,0,3,male,74,0,7164,7.775
853,0,3,female,9,2,3129,15.2458
854,1,1,female,16,1,1287,39.4
855,0,2,female,44,1,6092,26.0
856,1,3,female,18,1,6561,9.35
857,1,1,female,45,2,7433,164.8667
858,1,1,male,51,0,9775,26.55
859,1,3,female,24,3,6677,19.2583
860,0,3,male,24,0,2952,7.2292
861,0,3,male,41,2,5506,14.1083
862,0,2,male,21,1,9096,11.5
863,1,1,female,48,0,6683,25.9292
864,0,3,female,24,10,9082,69.55
865,0,2,male,24,0,2755,13.0
866,1,2,female,42,0,5935,13.0
867,1,2,female,27,1,4816,13.8583
868,0,1,male,31,0,9733,50.4958
869,0,3,male,24,0,1691,9.5
870,1,3,male,4,2,5333,11.1333
871,0,3,male,26,0,9001,7.8958
872,1,1,female,47,2,1909,52.5542
873,0,1,male,33,0,2055,5.0
874,0,3,male,47,0,7225,9.0
875,1,2,female,28,1,7781,24.0
876,1,3,female,15,0,7154,7.225
877,0,3,male,20,0,2679,9.8458
878,0,3,male,19,0,2424,7.8958
879,0,3,male,24,0,5064,7.8958
880,1,1,female,56,1,4459,83.1583
881,1,2,female,25,1,3432,26.0
882,0,3,male,33,0,5772,7.8958
883,0,3,female,22,0,2175,10.5167
884,0,2,male,28,0,3945,10.5
885,0,3,male,25,0,8330,7.05
886,0,3,female,39,5,1688,29.125
887,0,2,male,27,0,9592,13.0
888,1,1,female,19,0,7686,30.0
889,0,3,female,24,3,7217,23.45
890,1,1,male,26,0,5825,30.0
891,0,3,male,32,0,7205,7.75
